celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_n_judges,week1_total_score,week1_normalized,week1_pct,week2_n_judges,week2_total_score,week2_normalized,week2_pct,week3_n_judges,week3_total_score,week3_normalized,week3_pct,week4_n_judges,week4_total_score,week4_normalized,week4_pct,week5_n_judges,week5_total_score,week5_normalized,week5_pct,week6_n_judges,week6_total_score,week6_normalized,week6_pct,week7_n_judges,week7_total_score,week7_normalized,week7_pct,week8_n_judges,week8_total_score,week8_normalized,week8_pct,week9_n_judges,week9_total_score,week9_normalized,week9_pct,week10_n_judges,week10_total_score,week10_normalized,week10_pct,week11_n_judges,week11_total_score,week11_normalized,week11_pct
Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,8,1st Place,1,8.0,8.0,7.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,9.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,9.0,10.0,,9.0,8.0,9.0,,9.5,9.0,9.5,,9.5,9.0,9.5,,10.0,10.0,10.0,,3,23.0,0.7666666666666667,76.67,3,24.0,0.8,80.0,3,27.0,0.9,90.0,3,25.0,0.8333333333333334,83.33,3,26.0,0.8666666666666667,86.67,3,26.0,0.8666666666666667,86.67,3,28.0,0.9333333333333333,93.33,3,26.0,0.8666666666666667,86.67,3,28.0,0.9333333333333333,93.33,3,28.0,0.9333333333333333,93.33,3,30.0,1.0,100.0
Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,8,Eliminated Week 4,10,5.0,4.0,4.0,,6.0,5.0,6.0,,4.0,3.0,3.0,,4.0,4.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,3,13.0,0.43333333333333335,43.33,3,17.0,0.5666666666666667,56.67,3,10.0,0.3333333333333333,33.33,3,12.0,0.4,40.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,8,Eliminated Week 2,13,6.0,6.0,5.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,3,17.0,0.5666666666666667,56.67,3,18.0,0.6,60.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,8,Eliminated Week 8,6,6.0,7.0,7.0,,6.0,7.0,7.0,,8.0,7.0,8.0,,8.0,7.0,7.0,,7.0,8.0,8.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,3,20.0,0.6666666666666666,66.67,3,20.0,0.6666666666666666,66.67,3,23.0,0.7666666666666667,76.67,3,22.0,0.7333333333333333,73.33,3,23.0,0.7666666666666667,76.67,3,23.0,0.7666666666666667,76.67,3,27.0,0.9,90.0,3,25.5,0.85,85.0,0,0.0,,,0,0.0,,,0,0.0,,
Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,8,Eliminated Week 9,5,7.0,7.0,7.0,,8.0,7.0,8.0,,8.0,8.0,9.0,,9.0,8.0,10.0,,9.0,8.0,9.0,,10.0,8.0,10.0,,9.0,8.0,9.0,,9.0,9.0,10.0,,8.5,9.0,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,3,21.0,0.7,70.0,3,23.0,0.7666666666666667,76.67,3,25.0,0.8333333333333334,83.33,3,27.0,0.9,90.0,3,26.0,0.8666666666666667,86.67,3,28.0,0.9333333333333333,93.33,3,26.0,0.8666666666666667,86.67,3,28.0,0.9333333333333333,93.33,3,26.0,0.8666666666666667,86.67,0,0.0,,,0,0.0,,
Steve-O,Lacey Schwimmer,TV Personality,,England,34,8,Eliminated Week 6,8,6.0,5.0,6.0,,5.0,4.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,7.0,4.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,3,17.0,0.5666666666666667,56.67,3,14.0,0.4666666666666667,46.67,3,15.0,0.5,50.0,3,15.0,0.5,50.0,3,18.0,0.6,60.0,3,16.0,0.5333333333333333,53.33,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,8,Eliminated Week 4,11,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,6.0,6.0,,5.0,6.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,3,18.0,0.6,60.0,3,18.0,0.6,60.0,3,17.0,0.5666666666666667,56.67,3,16.0,0.5333333333333333,53.33,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,8,3rd Place,3,8.0,7.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,8.0,8.0,9.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,7.5,7.5,8.0,,9.5,9.5,9.5,,9.0,9.5,9.0,,9.5,9.5,9.5,,3,23.0,0.7666666666666667,76.67,3,26.0,0.8666666666666667,86.67,3,27.0,0.9,90.0,3,29.0,0.9666666666666667,96.67,3,25.0,0.8333333333333334,83.33,3,27.0,0.9,90.0,3,29.0,0.9666666666666667,96.67,3,23.0,0.7666666666666667,76.67,3,28.5,0.95,95.0,3,27.5,0.9166666666666666,91.67,3,28.5,0.95,95.0
Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,California,United States,34,9,Eliminated Week 1,16,6.3333,7.3333,5.3333,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,18.9999,0.6333300000000001,63.33,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,9,Eliminated Week 3,12,8.0,7.0,7.0,,7.0,7.0,7.0,,6.0,5.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,22.0,0.7333333333333333,73.33,3,21.0,0.7,70.0,3,17.0,0.5666666666666667,56.67,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Melissa Joan Hart,Mark Ballas,Actor/Actress,New York,United States,33,9,Eliminated Week 6,9,8.0,8.0,8.0,,7.0,6.0,6.0,,6.0,6.0,7.0,,9.0,9.0,10.0,,8.0,8.0,7.0,,8.3333,8.3333,7.3333,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,24.0,0.8,80.0,3,19.0,0.6333333333333333,63.33,3,19.0,0.6333333333333333,63.33,3,28.0,0.9333333333333333,93.33,3,23.0,0.7666666666666667,76.67,3,23.9999,0.7999966666666667,80.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,9,Eliminated Week 7,6,9.6666,9.6666,9.6666,,7.0,7.0,7.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,9.0,9.0,8.0,,11.0,11.0,10.0,,7.0,7.5,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,28.9998,0.96666,96.67,3,21.0,0.7,70.0,3,18.0,0.6,60.0,3,22.0,0.7333333333333333,73.33,3,26.0,0.8666666666666667,86.67,3,32.0,1.0666666666666667,106.67,3,21.5,0.7166666666666667,71.67,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Chuck Liddell,Anna Trebunskaya,Athlete,California,United States,39,9,Eliminated Week 4,11,8.0,7.0,7.0,,6.0,7.0,6.0,,6.0,5.0,6.0,,6.0,5.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,22.0,0.7333333333333333,73.33,3,19.0,0.6333333333333333,63.33,3,17.0,0.5666666666666667,56.67,3,17.0,0.5666666666666667,56.67,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Natalie Coughlin,Alec Mazo,Athlete,California,United States,27,9,Eliminated Week 5,10,9.6666,8.6666,8.6666,,7.0,7.0,7.0,,9.0,8.0,9.0,,8.0,8.0,8.0,,7.0,8.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,26.9998,0.8999933333333333,90.0,3,21.0,0.7,70.0,3,26.0,0.8666666666666667,86.67,3,24.0,0.8,80.0,3,22.0,0.7333333333333333,73.33,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,9,Eliminated Week 6,8,8.6666,9.6666,8.6666,,6.0,7.0,6.0,,8.0,5.0,7.0,,5.0,5.0,6.0,,7.0,8.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,26.9998,0.8999933333333333,90.0,3,19.0,0.6333333333333333,63.33,3,20.0,0.6666666666666666,66.67,3,16.0,0.5333333333333333,53.33,3,22.0,0.7333333333333333,73.33,3,24.0,0.8,80.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Michael Irvin,Anna Demidova,Athlete,Florida,United States,43,9,Eliminated Week 7,7,7.0,6.0,6.0,,7.0,7.0,6.0,,5.0,4.0,5.0,,5.0,6.0,5.0,,7.0,7.0,7.0,,6.6666,8.6666,6.6666,,8.0,8.0,7.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,19.0,0.6333333333333333,63.33,3,20.0,0.6666666666666666,66.67,3,14.0,0.4666666666666667,46.67,3,16.0,0.5333333333333333,53.33,3,21.0,0.7,70.0,3,21.9998,0.7333266666666667,73.33,3,23.5,0.7833333333333333,78.33,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Joanna Krupa,Derek Hough,Model,,Poland,30,9,Eliminated Week 9,4,11.3333,11.3333,11.3333,,6.0,7.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,8.0,8.0,8.0,,11.3333,12.3333,12.3333,,9.0,9.0,9.5,,8.5,8.5,9.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,,,,,3,33.9999,1.13333,113.33,3,20.0,0.6666666666666666,66.67,3,23.0,0.7666666666666667,76.67,3,26.0,0.8666666666666667,86.67,3,24.0,0.8,80.0,3,35.9999,1.1999966666666666,120.0,3,27.5,0.9166666666666666,91.67,3,26.0,0.8666666666666667,86.67,3,27.0,0.9,90.0,0,0.0,,,0,0.0,,
Kathy Ireland,Tony Dovolani,Model,California,United States,46,9,Eliminated Week 2,14,7.3333,6.3333,6.3333,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,19.9999,0.6666633333333334,66.67,3,18.0,0.6,60.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Tom DeLay,Cheryl Burke,Politician,Texas,United States,62,9,Withdrew,13,7.3333,6.3333,6.3333,,6.0,6.0,6.0,,6.0,4.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,19.9999,0.6666633333333334,66.67,3,18.0,0.6,60.0,3,15.0,0.5,50.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,9,Eliminated Week 1,15,7.3333,5.3333,6.3333,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,18.9999,0.6333300000000001,63.33,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21,9,Eliminated Week 8,5,10.3333,11.3333,10.3333,,9.0,9.0,9.0,,8.0,6.0,7.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,10.6666,11.6666,10.6666,,8.5,9.0,9.0,,8.0,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,31.999899999999997,1.0666633333333333,106.67,3,27.0,0.9,90.0,3,21.0,0.7,70.0,3,18.0,0.6,60.0,3,24.0,0.8,80.0,3,32.9998,1.0999933333333334,110.0,3,26.5,0.8833333333333333,88.33,3,25.0,0.8333333333333334,83.33,0,0.0,,,0,0.0,,,0,0.0,,
Mya,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,9,2nd Place,2,11.3333,8.3333,11.3333,,9.0,9.0,9.0,,10.0,7.0,10.0,,10.0,8.0,10.0,,9.0,9.0,9.0,,11.0,10.0,12.0,,8.5,7.5,8.5,,9.5,10.0,10.0,,9.3333,9.6666,10.0,,9.4444,9.4444,9.4444,,,,,,3,30.999899999999997,1.0333299999999999,103.33,3,27.0,0.9,90.0,3,27.0,0.9,90.0,3,28.0,0.9333333333333333,93.33,3,27.0,0.9,90.0,3,33.0,1.1,110.0,3,24.5,0.8166666666666667,81.67,3,29.5,0.9833333333333333,98.33,3,28.9999,0.9666633333333333,96.67,3,28.333199999999998,0.94444,94.44,0,0.0,,
Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,9,1st Place,1,10.3333,9.3333,10.3333,,8.0,9.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.3333,10.3333,10.3333,,8.5,8.5,9.0,,8.5,8.0,8.5,,8.0,8.3333,8.3333,,9.6666,9.6666,9.6666,,,,,,3,29.999899999999997,0.9999966666666665,100.0,3,25.0,0.8333333333333334,83.33,3,21.0,0.7,70.0,3,24.0,0.8,80.0,3,29.0,0.9666666666666667,96.67,3,30.999899999999997,1.0333299999999999,103.33,3,26.0,0.8666666666666667,86.67,3,25.0,0.8333333333333334,83.33,3,24.666600000000003,0.8222200000000001,82.22,3,28.9998,0.96666,96.67,0,0.0,,
Kelly Osbourne,Louis van Amstel,TV Personality,,England,24,9,3rd Place,3,9.6666,10.6666,10.6666,,6.0,7.0,6.0,,7.0,6.0,7.0,,8.0,7.0,8.0,,8.0,8.0,8.0,,8.6666,7.6666,8.6666,,8.5,8.5,9.0,,8.0,8.5,9.0,,8.6666,8.6666,8.6666,,8.5,8.5,8.2222,,,,,,3,30.9998,1.0333266666666667,103.33,3,19.0,0.6333333333333333,63.33,3,20.0,0.6666666666666666,66.67,3,23.0,0.7666666666666667,76.67,3,24.0,0.8,80.0,3,24.9998,0.8333266666666667,83.33,3,26.0,0.8666666666666667,86.67,3,25.5,0.85,85.0,3,25.9998,0.86666,86.67,3,25.2222,0.84074,84.07,0,0.0,,
Aiden Turner,Edyta Sliwinska,Actor/Actress,,England,32,10,Eliminated Week 4,9,5.0,5.0,5.0,,7.0,6.0,6.0,,7.0,6.0,7.0,,5.5,5.5,5.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,15.0,0.5,50.0,3,19.0,0.6333333333333333,63.33,3,20.0,0.6666666666666666,66.67,3,16.5,0.55,55.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,10,Eliminated Week 2,11,6.0,6.0,6.0,,7.0,6.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,18.0,0.6,60.0,3,20.0,0.6666666666666666,66.67,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,7.0,5.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,8.6666,8.6666,8.6666,,8.5,8.0,8.0,,7.0,7.0,7.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,18.0,0.6,60.0,3,21.0,0.7,70.0,3,21.0,0.7,70.0,3,18.0,0.6,60.0,3,18.0,0.6,60.0,3,25.9998,0.86666,86.67,3,24.5,0.8166666666666667,81.67,3,21.5,0.7166666666666667,71.67,0,0.0,,,0,0.0,,,0,0.0,,
Buzz Aldrin,Ashly DelGrosso,Astronaut,New Jersey,United States,80,10,Eliminated Week 3,10,5.0,4.0,5.0,,4.0,4.0,4.0,,5.0,4.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,14.0,0.4666666666666667,46.67,3,12.0,0.4,40.0,3,13.0,0.43333333333333335,43.33,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,6.0,6.0,6.0,,6.0,5.0,5.0,,7.0,6.0,7.0,,7.5,6.5,8.0,,6.0,6.0,6.0,,10.3333,10.3333,10.3333,,8.5,9.0,8.5,,7.5,7.5,7.5,,8.5,8.5,9.0,,0.0,0.0,0.0,,,,,,3,18.0,0.6,60.0,3,16.0,0.5333333333333333,53.33,3,20.0,0.6666666666666666,66.67,3,22.0,0.7333333333333333,73.33,3,18.0,0.6,60.0,3,30.999899999999997,1.0333299999999999,103.33,3,26.0,0.8666666666666667,86.67,3,22.5,0.75,75.0,3,26.0,0.8666666666666667,86.67,0,0.0,,,0,0.0,,
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,8.0,7.0,8.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,8.5,9.0,,10.0,9.5,10.0,,9.3333,8.7777,8.7777,,,,,,3,23.0,0.7666666666666667,76.67,3,24.0,0.8,80.0,3,26.0,0.8666666666666667,86.67,3,26.0,0.8666666666666667,86.67,3,27.0,0.9,90.0,3,27.0,0.9,90.0,3,27.0,0.9,90.0,3,26.5,0.8833333333333333,88.33,3,29.5,0.9833333333333333,98.33,3,26.888699999999996,0.8962899999999999,89.63,0,0.0,,
Pamela Anderson,Damian Whitewood,Model,,Canada,42,10,Eliminated Week 7,6,7.0,6.0,8.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,7.5,7.5,8.5,,7.0,6.0,8.0,,9.6666,9.6666,10.6666,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,21.0,0.7,70.0,3,22.0,0.7333333333333333,73.33,3,21.0,0.7,70.0,3,23.5,0.7833333333333333,78.33,3,21.0,0.7,70.0,3,29.9998,0.9999933333333334,100.0,3,25.5,0.85,85.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,9.0,7.0,9.0,,10.0,8.0,10.0,,8.0,6.0,9.0,,8.5,8.0,8.5,,10.0,9.0,10.0,,12.3333,10.3333,13.3333,,9.0,9.0,9.0,,10.0,9.5,10.0,,10.0,9.5,10.0,,9.5,9.5,9.7777,,,,,,3,25.0,0.8333333333333334,83.33,3,28.0,0.9333333333333333,93.33,3,23.0,0.7666666666666667,76.67,3,25.0,0.8333333333333334,83.33,3,29.0,0.9666666666666667,96.67,3,35.9999,1.1999966666666666,120.0,3,27.0,0.9,90.0,3,29.5,0.9833333333333333,98.33,3,29.5,0.9833333333333333,98.33,3,28.7777,0.9592566666666666,95.93,0,0.0,,
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,7.0,7.0,7.0,,8.0,7.0,8.0,,8.0,7.0,8.0,,6.5,6.5,6.5,,7.0,7.0,8.0,,12.0,10.0,12.0,,8.5,8.5,8.5,,8.5,9.0,9.0,,9.5,9.0,9.5,,9.2222,8.8888,8.8888,,,,,,3,21.0,0.7,70.0,3,23.0,0.7666666666666667,76.67,3,23.0,0.7666666666666667,76.67,3,19.5,0.65,65.0,3,22.0,0.7333333333333333,73.33,3,34.0,1.1333333333333333,113.33,3,25.5,0.85,85.0,3,26.5,0.8833333333333333,88.33,3,28.0,0.9333333333333333,93.33,3,26.9998,0.8999933333333333,90.0,0,0.0,,
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,6.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.5,5.5,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,16.0,0.5333333333333333,53.33,3,15.0,0.5,50.0,3,15.0,0.5,50.0,3,16.0,0.5333333333333333,53.33,3,15.0,0.5,50.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,7.0,6.0,7.0,,6.0,7.0,7.0,,7.0,7.0,7.0,,6.5,6.5,6.0,,8.0,7.0,8.0,,8.3333,8.3333,8.3333,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,20.0,0.6666666666666666,66.67,3,20.0,0.6666666666666666,66.67,3,21.0,0.7,70.0,3,19.0,0.6333333333333333,63.33,3,23.0,0.7666666666666667,76.67,3,24.999899999999997,0.8333299999999999,83.33,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,11,Eliminated Week 1,12,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,15.0,0.5,50.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,11,Eliminated Week 5,8,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,6.0,7.0,,6.0,6.0,5.5,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3,18.0,0.6,60.0,3,19.0,0.6333333333333333,63.33,3,20.0,0.6666666666666666,66.67,3,17.5,0.5833333333333334,58.33,3,21.0,0.7,70.0,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,,0,0.0,,
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,8.0,7.0,8.0,,8.0,7.0,7.0,,8.0,7.0,8.0,,7.0,6.5,6.5,,8.0,5.0,7.0,,10.3333,9.3333,10.3333,,9.0,8.5,8.0,8.0,9.5,9.0,9.5,,10.0,9.0,10.0,,9.3333,8.6666,9.3333,,,,,,3,23.0,0.7666666666666667,76.67,3,22.0,0.7333333333333333,73.33,3,23.0,0.7666666666666667,76.67,3,20.0,0.6666666666666666,66.67,3,20.0,0.6666666666666666,66.67,3,29.999899999999997,0.9999966666666665,100.0,4,33.5,0.8375,83.75,3,28.0,0.9333333333333333,93.33,3,29.0,0.9666666666666667,96.67,3,27.333199999999998,0.9111066666666666,91.11,0,0.0,,
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,8.0,8.0,9.0,,9.0,10.0,10.0,,9.5,9.0,9.0,9.0,9.5,9.5,9.5,,10.0,10.0,10.0,,10.0,10.0,10.0,,,,,,3,24.0,0.8,80.0,3,24.0,0.8,80.0,3,24.0,0.8,80.0,3,28.0,0.9333333333333333,93.33,3,25.0,0.8333333333333334,83.33,3,29.0,0.9666666666666667,96.67,4,36.5,0.9125,91.25,3,28.5,0.95,95.0,3,30.0,1.0,100.0,3,30.0,1.0,100.0,0,0.0,,
